O3,PM10,PM2.5,PM2.5Diff,DayWeek,Hour,PRS,RAINF,RH,SR,TOUT,WSR,WDV,CONT
8,89,26,10,5,22,720.7,0,66,0,27.77,10.2,60,0
5,45,33,16,4,3,716.8,0,64,0.001,13.54,3.3,320,0
3,68,26,12,6,20,720.9,0,81,0.062,14.58,1.7,317,0
53,70,16,8,3,13,715.2,0,43,0.858,33.81,8.2,106,0
26,49,18,5,3,16,718.7,0,46,0.437,34.15,12,79,0
4,101,36,22,4,2,727.1,0,87,0,11.39,1.7,355,0
41,61,19,11,7,17,713.8,0,52,0,30.25,11.9,111,0
16,55,25,17,1,22,718.5,0,70,0,26.5,9.9,67,0
45,140,21,29,7,13,715.4,0,43,0.664,29.32,7.7,113,0
32,54,12,2,1,14,722.3,0,27,0.485,22.09,6.8,321,0
20,107,20,6,3,22,718.6,0,63,0,27.98,13.5,117,0
5,83,39,4,4,2,722.4,0,95,0,8.23,1.6,23,0
14,52,23,10,5,16,727.6,0,88,0.028,3.68,7.4,116,0
14,28,9,5,6,5,727.7,0,93,0,9.36,5.8,110,0
22,55,29,8,3,16,720,0,84,0.086,19.66,8.5,120,0
5,80,19,14,2,7,717.8,0,96,0.011,19.46,3.6,29,0
15,88,35,7,3,19,720.1,0,86,0.106,23.28,12,103,0
32,56,29,3,6,23,720.9,0,71,0,20.7,12.8,100,0
6,71,26,17,7,8,728,0,83,0.066,5.46,4.1,336,0
41,69,19,44,2,16,717,0,42,0.404,32.26,10.4,10,0
11,73,33,15,2,22,719.3,0,77,0,24.99,8.2,113,0
12,75,15,2,7,0,721.2,0,80,0,24.55,12.9,101,0
52,197,28,19,2,11,721.9,0,59,0.683,25.92,6.9,108,0
21,75,40,25,7,23,717.9,0,70,0,27.66,14.2,104,0
3,75,35,23,1,23,716.5,0,85,0,22.06,0.9,314,0
57,70,36,11,6,15,715.5,0,58,0.555,30.14,13.8,111,0
37,114,18,15,2,16,717.1,0,56,0.50999999,32.83,15.1,114,0
39,37,16,18,6,15,720.6,0,50,0.529,29.52,12.6,82,0
7,120,22,45,2,5,722.9,0,67,0,12.96,2.3,139,0
19,31,13,4,3,4,717.8,0,88,0,16.19,5.6,323,0
30,96,36,12,5,18,716.2,0,54,0.042,29.65,13.9,108,0
10,125,15,3,4,22,724.2,0,86,0,14.23,4.4,127,0
31,66,27,4,1,12,721.5,0,55,0.898999989,29.75,14,108,0
19,83,29,24,6,5,720.2,0.43,92,0.002,19.29,4.8,327,0
12,114,23,31,7,3,716.4,0,83,0.006,25.54,5.8,62,0
8,57,33,9,7,2,718.8,0,89,0.101,23.17,4.9,39,0
23,22,21,7,1,11,717,0,87,0.333,22.95,4.2,34,0
6,56,9,25,2,0,717.4,0,77,0,23.49,3.6,36,0
18,63,28,12,4,14,719.4,0.029999999,82,0.050000001,24.2,13.2,106,0
34,92,17,2,6,15,716.9,0,57,0.617999971,31.04,12,116,0
19,45,9,31,6,4,719.8,0,79,0,22.37,5,342,0
12,69,24,16,1,7,717.9,0,81,0.093,24.6,4.7,62,0
25,81,35,17,7,20,715.2,0,83,0.001,23.75,15.6,104,0
22,81,39,30,6,16,719.8,0.03,85,0.154,15.51,3.5,88,0
20,49,31,1,4,2,714.2,0,73,0.008,25.02,6.2,72,0
4,61,8,2,7,6,723.7,0,56,0.002,12.88,3.3,309,0
28,54,20,10,6,1,719.2,0,68,0,18.94,5.4,83,0
24,32,14,7,5,2,718.4,0,89,0,22.23,10.8,93,0
10,69,22,9,2,4,717.8,0,86,0.004,25.59,5.1,56,0
17,33,6,11,4,2,719.5,0,89,0.001,21.53,7.6,79,0
24,60,32,4,2,0,717.1,0,73,0,26.39,9.1,78,0
16,92,15,12,4,19,716.6,0.01,74,0.033,26.9,9.9,139,0
52,64,8,1,6,14,723.6,0,31,0.689,24.59,5.7,105,0
22,82,28,31,2,18,717,0,74,0.026,24.46,6.6,106,0
5,165,16,8,5,8,719.2,0,68,0.192,12.66,3.1,308,0
10,87,30,7,1,0,722.1,0,69,0,16.99,2.4,45,0
18,131,39,5,6,20,716.5,0,76,0.003,26.59,12.2,100,0
36,80,24,4,3,13,719.6,0,71,0.205,23.05,5.2,12,0
8,92,18,1,7,2,719.2,0,69,0,26.24,5.8,12,0
16,39,8,11,5,12,728.3,0,69,0.452,10.27,9.1,359,0
5,64,33,23,5,6,721.4,0,88,0.013,23.29,3.4,355,0
13,40,16,5,2,23,722.2,0,89,0,17.17,5.5,110,0
9,370,20,14,3,9,719.9,0,54,0.287,23.86,2.2,144,0
4,12,12,1,6,8,721.9,0,95,0.043,4.69,3.1,5,0
26,112,15,14,3,11,720.6,0,76,0.231,22.17,5.3,72,0
15,69,40,30,7,1,721.2,0.11,90,0,23.14,8.8,109,0
31,53,35,6,6,23,724.2,0.48,89,0,20.46,9.7,119,0
5,15,11,1,6,1,721.6,0.01,96,0,4.88,3.7,29,0
9,96,26,13,3,3,724.7,0,55,0,14.52,3,13,0
19,50,15,14,4,18,718.8,0,82,0.044,24.1,14.2,120,0
51,63,14,7,1,15,716.3,0,35,0.692,34.71,10.5,72,0
41,104,21,11,3,11,717.4,0.01,65,0.839999974,29.46,5.5,35,0
8,205,38,6,3,8,725.3,0,53,0.119,16.33,1.6,291,0
14,29,28,14,6,16,722.4,0,95,0.035,6.98,8.7,114,0
30,72,14,1,7,12,722.1,0,63,0.86500001,29.37,13,119,0
10,55,22,12,1,6,717.8,0,82,0.025,23.97,3.6,294,0
18,114,35,12,4,20,718.1,0,76,0,19.51,5.7,83,0
56,104,28,11,6,13,716.5,0,53,0.772,30.25,10.2,96,0
3,29,15,1,2,7,725.1,0.02,95,0.004,10.03,4.7,4,0
9,83,9,20,1,5,714.6,0,94,0.047,19.4,2.3,318,0
32,41,36,3,3,13,719.1,0,66,0.849,28.2,9.5,62,0
51,85,23,15,6,14,717.3,0,49,0.81400001,32.69,12,112,0
6,64,33,9,7,5,717.9,0,92,0.011,21.97,3.8,74,0
33,52,13,6,4,18,719.6,0,42,0.003,30.77,11.3,84,0
9,36,10,18,3,7,718.2,0,83,0.090999998,24.62,6.8,99,0
19,67,26,5,2,20,716.7,0,44,0,32.98,15.4,77,0
14,78,17,1,6,23,718.1,0,80,0,25.17,11.7,106,0
31,126,8,20,3,17,713.8,0,76,0.11,21.47,9.2,106,0
3,73,33,15,4,5,714.3,0,85,0.052,23.02,3.4,63,0
39,99,24,3,4,15,718.5,0,42,0.666000009,35.01,11.6,125,0
7,50,22,14,7,6,724.1,0,95,0.002,19.81,3.8,7,0
21,25,7,2,2,9,728.3,0,77,0.032,7.72,10.8,351,0
28,58,27,22,1,10,729.4,0,38,0.147,15.95,5.7,320,0
42,125,23,11,3,11,720.9,0,45,0.608,22.29,5.4,95,0
6,73,39,7,6,5,723.6,0,87,0,4.61,2.1,312,0
49,37,10,1,4,11,722.1,0,45,0.777,20.16,9.1,357,0
17,66,19,3,4,1,717.5,0,62,0.01,14.58,4,23,0
14,57,29,1,3,15,723,0.01,93,0.045,7.89,3.1,62,0
18,55,13,8,7,8,725.2,0,91,0.209,22.42,4,22,0
38,75,36,6,7,17,714.6,0,37,0.305,36.6,12.5,87,0
11,51,13,5,2,18,721.4,0,85,0,17.85,7.6,115,0
22,26,5,8,3,1,718.3,0,90,0,16.96,3.1,115,0
21,31,31,25,2,3,724.3,0,94,0,10.57,5.8,121,0
12,61,14,8,1,5,717.8,0,83,0,23.54,4.3,293,0
17,97,36,4,4,0,718.2,0,71,0,27.65,11.1,108,0
13,20,9,4,6,22,730,0,89,0,4.64,7.5,325,0
20,91,19,62,5,19,715.1,0,73,0,25.12,8.5,105,0
17,71,29,13,4,22,720,0,77,0,21.81,5.7,94,0
25,20,6,16,7,13,724.7,0,94,0.129,15.25,8.5,4,0
64,105,30,7,5,12,715.9,0,42,0.575,27.99,7.9,91,0
32,64,27,14,1,18,715.8,0,36,0.097,35.79,11.5,68,0
10,73,34,8,5,4,715.5,0,89,0,20.11,5.7,20,0
10,91,24,5,6,1,721,0,75,0,25.36,4.7,16,0
54,89,6,53,5,11,718.2,0,62,0.789,30.91,7.5,97,0
27,63,14,8,5,22,724.6,0,59,0,16.52,10.4,355,0
16,93,5,16,1,9,719.1,0,93,0.334,20.09,3.9,316,0
8,37,18,11,6,19,723.1,0,95,0,5.85,8,103,0
30,95,20,1,3,11,719.4,0,66,0.752,28.06,9.2,108,0
41,85,14,2,7,13,720.1,0,67,0.65,23.76,13.1,89,0
86,139,33,10,1,13,720.6,0,41,0.77,28.72,11.5,114,0
38,127,24,8,5,18,723.3,0,54,0.006,22.56,9.2,102,0
15,318,33,40,2,9,722.3,0,69,0.421,25.28,1.5,83,0
23,61,35,6,7,20,718.4,0,71,0,23.33,9,116,0
30,83,15,7,7,14,724.6,0,46,0.278,15.13,4,101,0
37,77,26,4,7,14,717.7,0,69,0.424,25.83,10.2,105,0
5,48,27,8,7,9,720.3,0,94,0.059,7.56,3,21,0
17,64,7,2,5,9,722.5,0,81,0.233,25.09,6.7,105,0
21,46,9,11,3,9,717.2,0,73,0.537,27.7,4.3,352,0
23,97,13,1,7,9,715.4,0,70,0.546,27.9,5.5,331,0
10,87,5,30,5,23,718.3,0,87,0.003,22.82,9.2,78,0
29,53,20,7,1,11,719.1,0,83,0.195,21.25,7.1,87,0
44,81,11,4,2,8,713.8,0,28,0.359,23.85,14.4,331,0
25,71,18,2,2,21,716.7,0,48,0,30.91,10.8,102,0
10,113,33,10,2,20,730.4,0,73,0,9.87,7.1,112,0
10,49,30,3,5,5,721.2,0,86,0,23.31,4.2,1,0
48,78,22,1,7,10,720.3,0,59,0.702,31.42,4.9,21,0
51,50,10,5,6,14,718.6,0,34,0.78,36.15,10.1,83,0
15,84,17,1,2,0,721.4,0,83,0,18.62,3.3,19,0
58,205,29,16,6,14,716,0,56,0.594,23.63,8.2,115,0
23,63,25,12,1,18,717.1,0,78,0.015,23.03,9,125,0
25,130,24,23,3,12,717.6,0,69,0.663,19.69,4.8,102,0
21,145,24,31,4,10,719.8,0,75,0.426999986,26.48,6.3,54,0
65,187,35,13,7,15,714.4,0,40,0.474,29.52,11.3,111,0
20,57,29,12,5,18,719,0,47,0.093999997,32.99,12.2,125,0
9,72,17,5,7,3,719,0,69,0,25.96,4,18,0
12,104,20,37,6,22,716,0,70,0,19.33,7.1,116,0
6,20,15,8,4,12,725.4,0.01,95,0.071,5.87,4.7,10,0
62,51,9,27,5,14,720,0,34,0.784,33.66,8.5,89,0
16,74,21,3,4,0,720.5,0,84,0,23.09,1.6,320,0
21,52,17,48,7,20,718.4,0,51,0.001,30.49,6.2,136,0
27,54,31,10,3,17,717.4,0,67,0.027,25.33,8.4,104,0
24,24,11,5,7,12,725.3,0.02,93,0.097,15.63,8.5,357,0
6,84,19,1,6,20,726.3,0,87,0,11.41,8.3,113,0
35,75,18,9,4,12,726.6,0,58,0.675,14.41,11.9,105,0
30,52,17,60,1,15,716.9,0,71,0.297,29.7,13.2,135,0
9,48,26,15,3,19,718.8,0,93,0,4.71,9.9,110,0
37,39,11,2,3,20,721.4,0,46,0,19.36,11.9,9,0
15,48,13,7,4,11,722.7,0,71,0.75,27.2,13,99,0
10,22,17,1,5,12,722.6,0,96,0.127,6.6,3.2,29,0
5,42,5,4,3,20,724.1,0.01,94,0,7.89,4,30,0
10,53,9,20,7,20,719.9,0,92,0.013,18.96,5.8,98,0
32,98,27,16,2,17,719.7,0,49,0.223,28.78,14.3,96,0
11,23,8,0,7,6,720.6,0.13,96,0.013,15.67,6.6,327,0
18,45,19,8,5,14,726.8,0,63,0.221,12.05,7.7,6,0
37,56,26,5,7,10,721.3,0,78,0.408,20.84,6.8,40,0
37,46,13,2,3,21,722.2,0,50,0,18.38,10.7,360,0
29,43,18,9,7,17,716.8,0,42,0.296000004,35.43,11.8,127,0
28,111,11,22,2,18,719.9,0,48,0.046,27.71,13.3,91,0
12,79,23,7,6,4,717.9,0,88,0,24.3,6.2,44,0
39,68,28,2,2,18,715.1,0,42,0.089,34.34,11.2,76,0
23,64,5,22,7,9,717.7,0,74,0.517,28.8,4,51,0
15,112,29,4,6,21,720,0,77,0,23.81,5.7,132,0
34,64,25,17,6,17,715.2,0,62,0.217,29.52,12.1,117,0
9,68,10,3,5,3,720.1,0,86,0.009,24.46,7.7,94,0
25,40,21,6,1,16,722.3,0,24,0.124,22.11,7.1,352,0
27,35,22,7,1,18,717.2,0,50,0.068000004,33.78,10.7,130,0
14,77,20,26,2,0,719.3,0,74,0.001,25.14,6.3,83,0
6,22,19,0,4,10,726.8,0,95,0.086,5.45,5,2,0
63,88,29,13,3,12,715.9,0,50,0.861,32.23,7.4,108,0
11,104,39,26,1,10,718.8,0,80,0.277,18.65,3.9,307,0
43,72,25,0,6,16,715.2,0,60,0.422,29.93,13.4,114,0
29,83,11,6,2,12,719.6,0,71,0.51,27.41,7.6,68,0
30,38,21,9,7,15,717.4,0,57,0.639999986,31.11,13.7,123,0
53,35,17,7,4,15,715.4,0,24,0.456,34.27,7.1,42,0
25,72,25,6,4,0,714.6,0,64,0.002,26.45,8,77,0
3,78,16,10,5,7,726.5,0,87,0.025,8.01,3.4,308,0
44,76,33,9,4,13,717.6,0,47,0.643,23.74,7,73,0
46,120,24,4,4,16,721.4,0,36,0.223,24.57,12.9,121,0
12,74,23,11,1,22,719.7,0,72,0.002,26.6,10.9,111,0
17,27,14,9,1,2,720.3,0,96,0,17.84,6.1,108,0
40,90,21,2,5,14,720.2,0,42,0.776000023,34.08,12.9,98,0
11,47,23,17,3,1,718.2,0,75,0,26.18,8,66,0
9,55,36,24,5,20,716.6,0,72,0,27.39,11,97,0
13,88,26,4,7,23,722.3,0,64,0,18.14,4,83,0
28,60,23,1,1,13,720.9,0,50,0.893000007,31.02,14,118,0
28,87,38,28,6,11,726.2,0,85,0.256,17.33,12.9,104,0
21,57,29,19,2,19,719.2,0,92,0.02,16.57,8.7,113,0
21,42,29,3,3,1,717.7,0,78,0,24.71,9.4,90,0
5,109,37,1,5,5,721.9,0,95,0.078,21.41,4.8,96,0
25,75,39,21,2,20,716.3,0,45,0,32.01,7.3,97,0
89,115,23,14,1,14,720.1,0,41,0.699,29.17,13.5,105,0
4,77,24,7,6,3,725.4,0,62,0,16.01,1.1,136,0
36,66,34,7,1,17,715.4,0,39,0.291,36.16,14.1,74,0
18,28,16,13,3,9,722.2,0,96,0.331,20.05,8.9,100,0
4,73,38,31,5,6,722.1,0,95,0.093,21.69,5.5,81,0
23,88,24,2,2,19,716.1,0,34,0.003,34.5,12.3,81,0
22,74,32,16,4,16,718.3,0,73,0.056,25.39,13.9,100,0
17,107,19,15,5,8,720.6,0,58,0.362,19.13,4.4,9,0
52,127,35,13,3,11,718.3,0,65,0.814999998,30.36,4.4,82,0
37,52,12,0,6,13,721.4,0,57,0.287,28.02,10.6,77,0
10,42,10,4,6,12,720.1,0,91,0.13,7.31,1.8,70,0
23,72,22,5,3,19,716.1,0,33,0.005,34.93,8.8,101,0
31,60,17,25,6,13,720.1,0,73,0.202,17.85,4.1,316,0
5,34,6,10,1,5,722.6,0,95,0,8.07,2.3,28,0
3,65,18,10,5,7,716.5,0,94,0.078,20.12,2.3,289,0
35,50,18,5,4,13,718.9,0,70,0.794,27.06,11.6,107,0
17,61,26,15,6,1,725.4,0,61,0,15.67,2.6,20,0
3,140,19,23,4,21,716.1,0,79,0,21.38,2,1,0
14,78,18,8,5,9,717.3,0,78,0.216,22.6,2.4,314,0
31,63,16,5,3,17,714.4,0,43,0.222000003,34.12,13.8,117,0
25,82,25,12,5,19,719.7,0,47,0,19.08,13.8,105,0
4,84,32,15,6,7,717.8,0,94,0.727,22.02,6.6,103,0
41,68,29,1,6,18,717.5,0,32,0.09,35.45,11.5,74,0
51,70,31,7,7,15,717.5,0,39,0.599,34.75,8.4,109,0
34,43,34,14,4,15,718.7,0,61,0,28.08,10.4,97,0
7,72,33,0,4,4,714.2,0,82,0.043,23.58,5.5,60,0
5,33,23,6,2,4,716.5,0,86,0,21.65,3.5,295,0
27,31,24,17,3,4,723.8,0.01,93,0,5,6.5,100,0
18,69,33,11,6,2,719.6,0,80,0,23.33,9.5,95,0
47,53,16,4,7,14,722.9,0,50,0.51,27.43,10,97,0
18,64,19,12,3,21,720.7,0,81,0,19.32,3.6,100,0
24,33,18,0,7,13,720.2,0,81,0.214,20.28,3.9,34,0
4,79,23,12,5,4,721.9,0,74,0,13.13,1.7,322,0
18,80,22,1,6,3,719.7,0,82,0,22.4,7.2,88,0
38,98,19,20,4,10,722,0,58,0.616,29.29,7.1,65,0
6,43,29,14,5,6,717.8,0,86,0.02,24.51,5.8,72,0
39,95,38,31,1,13,721.9,0,68,0.234,15.29,4.3,86,0
29,75,19,2,7,4,720.2,0,92,0,16.96,4.9,64,0
10,114,25,10,6,9,719.7,0,87,0.271,14.64,3.1,283,0
16,47,30,7,4,20,716.5,0,52,0,31.23,9.2,111,0
9,96,31,10,3,23,718.4,0,60,0,20.39,5.7,66,0
64,115,40,34,3,14,718.5,0,71,0.566,25.83,7.5,119,0
30,58,8,34,6,11,732.4,0,64,0.204,7.39,9.7,114,0
21,55,10,15,1,9,721.4,0,66,0.469,27.08,3.4,307,0
31,88,23,8,7,22,718.7,0,81,0,21.31,13.9,103,0
6,100,9,30,6,22,716.1,0,76,0,24.06,6.1,72,0
4,58,14,5,1,21,717.9,0,63,0,26.48,3.6,61,0
13,120,11,44,7,19,723.8,0,61,0,13.38,4.9,143,0
36,77,38,3,5,11,721.6,0,62,0.822000027,30.09,7.2,81,0
14,60,13,4,3,4,719.4,0,77,0.004,16.8,3.1,340,0
33,71,8,5,4,17,723.9,0,51,0.049,17.51,12.3,110,0
5,39,13,0,2,6,718.5,0,81,0.012,23.36,3,304,0
29,100,26,8,7,10,720.1,0,54,0.718,30.86,7.6,98,0
34,135,33,10,3,12,719.5,0,85,0.31,22.81,3.4,64,0
16,60,17,22,7,19,717,0,49,0.016000001,33.27,11.7,129,0
15,21,11,4,6,14,722.8,0,96,0.107,7.59,5.4,74,0
11,67,21,3,6,5,715.7,0,94,0.225,21.17,4.9,120,0
4,47,22,3,1,7,716.8,0,96,0.053,19.71,3.6,106,0
11,58,25,9,6,1,719.2,0,66,0,26.83,4.3,42,0
3,65,13,5,5,7,723.5,0,96,0.061,9.95,4.2,318,0
20,27,15,1,4,18,732.2,0.02,94,0,10.49,11.5,360,0
17,131,34,1,2,22,716.7,0,65,0,29.78,11.8,90,0
30,43,34,15,1,18,717.3,0,53,0.008,29.74,9.7,119,0
25,25,8,15,2,22,726,0,85,0,5.64,6.1,88,0
9,56,15,0,5,17,726.9,0,83,0.011,12.11,6.6,79,0
47,61,21,1,2,11,718.7,0,46,0.83,32.11,8.5,65,0
9,58,24,6,6,21,718.1,0,58,0,29.66,7.9,114,0
6,40,18,2,3,18,720.5,0.14,94,0.001,14.62,3.9,338,0
16,120,29,2,1,3,718.6,0,84,0.008,23.04,7,91,0
33,76,28,2,6,17,714.8,0,51,0.054,25.33,10.8,112,0
22,29,21,3,5,21,732.1,0,64,0,6.97,7.6,359,0
21,104,6,1,2,21,720.1,0,56,0,23.92,12.6,108,0
5,85,7,36,3,23,727.2,0,83,0,12.63,2.8,37,0
4,73,21,9,6,6,720.8,0,80,0.015,24.12,3,52,0
53,48,31,4,7,14,713.5,0,61,0.648,31.67,13.1,122,0
19,84,28,4,5,21,718.8,0,62,0,27.84,14.2,114,0
16,110,10,12,2,18,715.8,0,69,0.008,20.11,6.7,75,0
13,116,19,12,5,8,718.5,0,81,0.194,26.12,3.8,38,0
10,93,33,0,2,0,718.9,0,77,0,26.26,8.2,81,0
6,67,40,27,6,4,719.3,0,83,0,14.56,0.9,303,0
14,99,25,5,2,22,721.8,0,43,0,20.91,5.7,117,0
9,15,6,5,2,13,727.4,0,91,0.123,6.73,9.3,357,0
61,90,23,11,7,11,720.1,0,45,0.814,32.93,5.8,42,0
26,111,32,9,6,12,727.6,0,55,0.539,15.71,4,32,0
40,96,38,5,4,11,717.4,0,73,0.576,27.33,6.9,100,0
45,45,13,4,2,16,720.9,0,21,0.313,27.76,8.8,121,0
25,46,12,7,5,16,715.8,0,63,0.205,29.56,10,101,0
4,91,33,7,3,2,724.9,0,54,0,14.68,2.1,359,0
20,60,25,1,6,21,723.1,0,92,0,15.77,10.8,87,0
33,91,20,8,4,13,718.7,0,54,0.822000027,30.53,14,118,0
26,61,13,4,5,11,721.8,0,68,0.741,27.76,8.5,106,0
25,21,7,8,3,5,723.7,0,94,0,4.99,6.3,86,0
15,72,31,15,5,1,717.9,0,81,0,26.2,11,103,0
36,78,25,6,5,16,717,0,51,0.481000006,32.73,13.5,117,0
21,80,39,18,6,20,729.8,0,60,0,8.63,7.8,126,0
23,56,33,8,6,20,723.4,0.01,92,0,16.14,11.3,96,0
24,56,15,18,6,19,723,0,91,0,16.23,13.9,87,0
16,78,12,5,5,14,718.9,0,82,0.103,13.98,13.6,357,0
39,68,18,15,2,16,716,0,37,0.489,36.25,12.4,108,0
4,119,20,9,5,7,717.3,0,88,0.074,20.05,2.7,338,0
30,137,29,30,3,18,716.5,0,85,0.035,20.92,8.2,88,0
21,84,7,0,2,22,718,0,60,0,29.62,16.9,82,0
12,42,21,1,7,4,715,0,93,0.047,20.32,4.4,319,0
10,87,20,12,3,12,723.5,0,90,0.149,5.48,7.3,121,0
32,76,8,33,4,15,717.4,0,43,0.552999973,32.73,13.9,124,0
17,72,27,13,1,20,709.2,0,60,0,29.38,9.4,111,0
20,39,14,6,4,4,719.5,0,90,0,21.55,8.9,109,0
32,80,17,18,7,11,720.2,0,67,0.792,29.32,5.9,33,0
6,27,17,2,2,6,724.6,0.02,95,0,10.32,3.6,18,0
39,97,20,1,3,14,719,0,68,0.345,23.77,7,67,0
9,388,20,0,3,8,719.5,0,69,0.126,17.95,2.9,227,0
13,54,23,4,4,7,719,0,92,0.007,20.29,5.3,79,0
36,60,32,9,6,15,718.8,0,38,0.48300001,34.91,10.1,74,0
2,37,37,12,4,6,722.4,0,95,0.01,13.65,2.2,212,0
21,67,27,23,5,20,716.5,0,53,0,31.28,11.2,112,0
39,112,31,9,4,13,717,0,67,0.553,21.12,9.3,93,0
10,75,10,4,1,4,720.7,0,78,0.002,15.38,3.7,322,0
10,139,80,51,5,1,725.4,0.01,96,0,3.91,7.2,344,1
8,73,52,26,6,14,718.4,0,87,0.07,7.25,4.4,66,1
9,96,71,18,7,17,719.7,0,74,0.019,12.97,1.1,189,1
11,128,89,5,7,18,720.3,0,81,0.001,10.14,2.1,126,1
12,185,94,25,7,19,721,0,86,0,9.49,3.7,129,1
12,208,119,51,7,20,721.8,0,90,0,8.82,4.2,129,1
10,196,68,63,7,21,722.5,0,91,0,8.35,1.8,136,1
26,54,45,14,1,17,729.9,0,53,0.041,15.14,8.7,16,1
11,93,55,22,2,19,730.5,0,71,0,10.32,8.2,107,1
12,142,44,20,3,10,730.2,0,76,0.214,11.7,3.6,22,1
44,174,105,6,3,14,726.7,0,60,0.386,17.09,7.1,117,1
43,244,99,50,3,15,726.7,0,61,0.191,16.73,8.2,113,1
49,189,49,28,3,16,726.7,0,63,0.126,16.55,7.3,107,1
7,184,66,30,3,20,727.3,0,70,0,14.55,6,107,1
4,101,43,21,4,0,727,0,85,0,12.29,2.2,6,1
16,71,52,29,5,15,727.9,0,87,0.037,3.66,6,128,1
16,267,79,5,2,10,724.7,0,73,0.374,16.89,4.6,52,1
40,197,84,12,2,12,724,0,61,0.538,19.16,6.5,104,1
49,171,72,21,2,13,722.9,0,59,0.506,19.24,8.8,104,1
53,119,51,8,2,14,722.2,0,58,0.483,19.53,10.9,102,1
46,101,43,8,2,15,722.2,0,56,0.367,19.69,10.6,102,1
18,219,41,9,6,11,728.7,0,59,0.475,14.68,3.5,6,1
43,98,43,8,6,15,724.7,0,47,0.366,18.48,4.3,27,1
10,159,41,8,6,21,725,0,66,0,12.98,5.1,118,1
9,202,48,18,7,8,723.2,0,84,0.078,10.63,2.4,260,1
12,261,66,5,7,9,723.4,0,75,0.228,14.84,1.8,57,1
19,277,71,13,7,10,723.4,0,61,0.404,19.21,2.3,10,1
36,284,58,15,7,11,722.8,0,49,0.489,21.74,2.7,157,1
49,167,43,20,7,12,722,0,43,0.555,23.72,3,304,1
63,91,41,15,7,15,720.7,0,42,0.304,24.46,6,98,1
67,202,56,9,7,16,720.9,0,45,0.111,23.29,6,125,1
51,255,65,15,7,17,721.2,0,50,0.041,22.28,5.2,114,1
29,284,80,2,7,18,722.1,0,60,0.001,20.08,4.3,101,1
18,379,78,17,7,19,722.9,0,64,0,18.72,2.7,129,1
17,298,95,5,7,20,724.1,0,68,0,18.1,4,51,1
19,353,90,31,7,21,724.9,0,72,0,17.21,2.7,16,1
14,367,121,28,7,22,725.7,0,73,0,17.07,3.8,13,1
14,324,93,5,7,23,726.3,0,73,0,16.84,2.9,284,1
13,261,98,6,1,0,726.6,0,72,0,17.07,3.6,270,1
12,237,92,61,1,1,726.7,0,69,0,17.18,3.3,291,1
29,127,60,8,1,18,725.3,0,44,0.002,16.44,7.3,130,1
23,121,52,22,1,19,725.6,0,47,0,15.85,7.1,130,1
7,166,67,7,2,6,723,0,68,0,12.86,3.1,345,1
8,237,60,14,2,7,723.1,0,68,0.004,12.66,2.7,281,1
8,370,46,11,2,8,723.3,0,65,0.037,13.5,3.4,266,1
10,291,57,18,2,9,723.2,0,61,0.117,15.65,2.6,234,1
28,295,59,41,2,12,721.3,0,44,0.408,22.04,4.6,97,1
51,194,67,56,2,14,719.3,0,38,0.319,25.16,4.3,126,1
7,200,54,8,2,21,720,0,64,0,17.54,3.3,39,1
6,249,46,18,2,22,720,0,66,0,16.57,2.4,297,1
6,252,64,11,2,23,720.1,0,69,0,15.93,2.6,334,1
6,250,53,7,3,0,719.9,0,72,0,15,1.7,285,1
6,210,46,8,3,1,719.6,0,74,0,14.81,2,217,1
9,208,54,36,3,2,719.4,0,74,0,14.87,2.6,193,1
9,273,90,31,3,3,719.2,0,78,0,13.91,2,344,1
7,306,59,4,3,4,719.1,0,81,0,13.56,3.7,261,1
8,183,55,5,3,5,718.9,0,79,0,14.34,3.8,204,1
8,211,50,13,3,6,719.1,0,76,0,14.32,3.2,235,1
4,143,41,34,4,0,718.5,0,69,0,17.95,3.6,339,1
6,97,55,28,4,6,717.8,0,82,0,15.16,2.3,287,1
45,96,41,12,4,15,716.1,0,67,0.363,21.69,10.8,112,1
42,106,53,23,4,16,716.3,0,70,0.107,20.87,12.2,112,1
21,119,42,7,4,19,717.8,0,76,0,19.84,5.3,87,1
8,99,45,5,4,22,717.9,0,80,0,18.18,5.4,27,1
18,139,53,1,7,10,728.2,0,73,0.412,9.86,4.7,314,1
22,144,54,12,7,11,727.6,0,62,0.42,12.73,4.3,346,1
24,108,42,26,7,12,726.8,0,56,0.295,13.01,4.8,357,1
13,130,55,28,7,20,723.8,0,62,0,12.97,3.7,124,1
13,145,83,10,7,21,723.6,0,64,0,12.6,4.2,130,1
10,172,73,1,7,22,723.6,0,68,0,11.34,1.5,352,1
13,171,72,7,7,23,723.5,0,71,0,11.02,3,29,1
13,226,79,7,1,0,723.1,0,74,0,10.28,2.2,339,1
12,237,72,27,1,1,723,0,74,0,9.79,3,311,1
10,231,45,17,1,2,722.8,0,74,0,9.76,3.7,313,1
10,196,69,5,1,4,722.2,0,76,0,9.08,2.3,235,1
9,196,74,21,1,5,722,0,77,0,8.89,2.1,277,1
8,157,53,3,1,6,721.9,0,77,0,8.77,2,268,1
8,175,50,10,1,7,722,0,77,0.005,9.05,1.9,227,1
9,145,46,18,1,22,725.9,0,34,0,16.1,2.6,4,1
9,125,41,0,2,7,726.7,0,56,0.006,12.41,0.9,308,1
